-10.245028	-2.067872	-3.549235	-0.581002	-0.735560	-2.455297	0.496102	-0.317607	1.530182	1.492762	0.086202	-0.643479	0.123552	0.623118	0.094457	22.536079
-8.442863	-1.419896	-2.605886	-0.506173	-0.587254	-0.935270	-0.610977	-0.385470	1.022579	1.658211	-0.156889	-1.414936	0.000797	-0.546152	-0.144238	22.668982
-9.387300	-2.525335	-2.748491	0.029330	-0.017499	-0.249475	0.591739	0.139053	1.139966	1.410972	1.007936	-0.136450	0.224258	-0.555247	-0.844212	22.618282
-8.756371	-0.332394	-1.840015	-0.514791	-1.537604	-1.424582	-0.529809	-0.139915	0.188073	0.902206	-0.123732	-0.657754	-0.221748	-0.919091	-0.248323	22.383062
-7.714731	-0.842520	-2.802376	-1.515110	-2.106639	-0.835751	0.917119	0.004701	0.621207	1.849662	-0.046521	-1.028678	-0.072308	-0.548161	0.813869	22.591728
-7.523781	0.818916	-3.207741	-1.116505	-0.251721	-0.718812	-0.154591	-1.368850	0.056908	1.674650	0.111025	-0.856306	0.276260	-0.975917	-0.353713	22.654711
-8.003606	-0.986409	-2.824451	-1.058884	-0.659060	-0.784980	-0.328646	0.404672	2.274924	1.783408	1.036315	0.013069	0.769628	-0.538341	-0.474514	22.586529
-7.785111	-1.400333	-5.050869	-0.040970	0.035262	-0.826890	0.257775	-0.434051	1.680072	0.759576	1.071195	0.420414	-0.842671	-1.095158	-0.455760	22.640608
-8.505484	-1.790593	-3.964346	-0.520480	-1.461822	-1.742713	0.237900	-0.038010	1.737275	0.757852	0.532144	-0.357130	-0.668362	-0.930295	-0.435734	22.588364
-8.451621	-1.104768	-3.038782	-0.639985	-1.888518	-1.874148	-0.097024	0.138611	1.397278	1.936261	0.553996	-0.936623	0.264023	0.074657	-0.100543	22.499479
-7.211052	-0.713297	-3.296640	0.213775	-0.635842	-1.782950	0.309410	-0.346405	0.948647	1.529489	0.021257	-0.107148	0.055708	-0.949513	-0.906376	22.418917
