-9.699653	-1.125141	-0.690127	-1.248654	-0.919257	-1.282981	1.715611	1.144984	-1.683395	-0.838085	0.644820	0.764971	-0.274781	-0.089913	0.846880	26.874151
-8.689706	-1.170815	-1.905130	-0.945806	-1.117312	-1.373733	-0.936116	-1.263619	-1.822804	-1.876547	-0.284452	0.216217	-0.365227	0.270050	0.223933	26.539246
-7.245692	-0.772745	-4.283170	0.882771	-0.441500	-1.504165	1.165886	-0.548026	-1.517388	-0.587524	-0.469685	0.262613	-0.181177	-0.452837	1.527623	25.861042
-10.571783	-2.393214	-2.440425	-1.626441	-2.143147	-1.983872	2.601932	-0.008301	-2.309015	-0.181271	0.460927	0.014269	-0.570750	-0.813909	0.934588	26.557325
-12.427494	-2.256188	-2.000661	-1.802642	-0.927964	-0.840384	1.354674	0.043709	-1.121945	-0.049854	-0.339787	-0.033930	0.138101	0.171254	0.942285	26.995562
-9.633649	-1.754280	-0.270866	-2.294880	-3.713758	-1.289859	1.464714	2.326595	-0.970793	0.205787	-1.649989	-1.271171	0.817115	0.897572	1.016444	26.992039
-9.737436	-1.259582	-2.230978	-1.753845	-0.738315	-0.339482	2.075016	0.415757	-1.614828	-1.052302	-0.407159	0.652498	-0.088990	-0.514255	1.006828	26.942186
-10.162562	-2.424434	-2.245958	-1.329008	-0.280969	0.268670	2.476477	-0.605077	-3.100282	-1.017366	0.656148	0.860861	-0.163299	-1.704687	-0.262607	26.911917
-8.757604	-1.137683	-1.716754	-1.892345	-2.399303	0.115805	2.957886	0.808050	-2.761529	-1.214087	-0.026561	0.704668	0.541014	0.381136	1.541740	26.651035
-8.810349	0.076706	-1.825388	-3.424853	-3.274132	0.723197	2.978820	1.220615	-1.510910	1.714074	-1.081114	-1.245513	0.541353	-0.388085	1.387946	25.794264
-8.207867	-0.419278	0.469522	-1.082777	-1.211954	0.417961	2.674943	0.373220	-2.255928	1.018696	0.121775	1.078501	0.940756	-0.348964	0.842865	24.260912
