-8.693398	0.109751	0.766964	-1.343227	-1.635805	-0.408276	-0.896005	-0.351679	-1.624767	1.169084	-0.359367	0.601548	1.011569	-0.153801	0.804558	26.911808
-9.126681	-0.431663	1.717508	0.217650	-0.101063	1.240500	0.392294	1.366495	0.591267	-0.126869	-0.644963	-0.472432	-0.058839	0.038149	-0.254377	27.120192
-9.029716	-0.168959	-2.235180	-0.701544	-0.194113	0.168370	-0.168041	-0.756522	-0.661082	-0.029173	0.241412	0.634348	0.432343	0.080946	-0.538112	27.032236
-8.862800	0.525619	-1.855461	1.688800	0.326238	-0.630529	0.025160	-0.615194	-0.546725	0.000488	0.385230	0.215960	-0.046983	-0.771995	-1.026849	26.986309
-6.663447	0.372444	-2.752291	1.727384	0.666926	1.207244	1.163146	0.317854	-0.067275	-0.358375	-0.266523	-0.399432	0.078929	-0.348565	-1.110525	26.993343
-7.497011	-0.432416	-1.015580	0.497107	-0.000903	-0.376408	-0.519942	-0.191031	0.379491	-0.567235	0.400101	1.259344	-0.064537	-0.006811	-0.101480	26.303331
-8.570518	-2.046854	-0.936501	-0.957848	-1.004834	-0.100305	0.069806	0.487053	-0.411119	-0.317723	0.224094	0.298992	0.249088	0.281860	0.104262	23.933006
-8.726744	0.757332	2.707782	-1.567875	-1.842353	-0.637523	-1.721709	1.473017	0.345709	0.829988	0.007782	-0.025918	-0.110326	-0.252601	-0.200248	25.634539
-8.931209	1.262005	2.281026	-2.949318	-2.980737	0.778604	-2.605476	0.806998	-1.081051	0.591552	-0.046265	0.315431	-0.771529	-0.476076	-0.025555	26.327497
-7.577131	1.790116	3.847717	-2.589569	-2.611719	2.210972	-2.505535	1.714220	0.442612	0.877081	-0.139971	-0.446320	-0.504499	-0.526685	-0.328343	26.116333
-8.515811	1.710317	3.327893	-1.558715	-1.239884	1.165400	-0.929393	0.763829	-0.235445	0.381731	-0.971632	-0.079760	-0.068545	-0.080031	0.031383	25.161436
