-8.558632	0.909748	4.206193	-3.475500	-2.862164	3.027473	-1.598787	1.683718	0.192676	0.105500	-0.725182	-1.346884	-1.102732	-0.320001	0.136447	26.779005
-8.154985	1.139878	1.252635	-2.839162	-1.878999	2.905987	-1.070069	1.973968	-0.031254	-0.733514	0.019592	0.024396	-1.012681	0.222758	0.631908	26.712919
-8.712094	0.998527	3.249233	-3.722227	-3.468926	1.281496	-1.359982	2.040090	-0.863185	-0.945585	-0.773291	-0.571240	-1.658366	0.604329	0.012341	26.579994
-8.828197	1.149977	5.025207	-1.494322	-1.575984	1.871375	-0.383484	0.781448	-1.750203	-1.332916	-1.279074	-0.080724	-1.257115	-0.268398	0.394447	26.560514
-7.097838	1.884911	5.136944	-1.791078	-1.729249	2.748673	-1.875353	0.177456	-2.033057	-0.601318	-1.636924	-1.392421	-1.025445	-0.893452	0.260537	26.513222
-7.676221	4.295091	7.290267	-3.399276	-2.830661	4.044478	-2.828628	1.291631	-0.933561	1.755764	0.659183	0.535656	-0.088583	-0.820469	0.348344	26.456558
-7.926178	1.252977	4.084155	-3.599981	-3.766268	2.893937	-1.104208	2.093317	-0.621102	1.169978	-0.021218	0.089053	-0.785041	-0.865019	-0.604213	26.687792
-8.424720	-0.362019	1.251034	-1.937979	-2.116962	0.053781	-1.154017	0.865096	-0.465836	0.466915	-0.386524	-0.231686	-0.503769	-1.247529	-0.174749	26.963900
-8.428657	0.428893	3.308228	-2.350584	-1.926472	0.043974	-1.491657	0.562842	-0.184999	1.370152	-0.723974	-0.607929	-0.570402	-1.292836	-0.831742	26.826654
-8.900746	0.042242	2.140044	-3.626070	-3.922044	0.223221	-0.208723	1.294774	-1.288077	2.595510	-0.932434	-0.759966	1.295921	-0.805356	-0.154536	26.160118
-8.123827	0.555399	0.803381	-2.455144	-1.792873	2.550677	0.279960	0.853679	-1.345636	0.558820	-0.155630	-0.785831	-0.157267	-0.888494	0.694097	25.095978
